"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"modern training sites [#], full dataset"	"minimum modern T air (July) [°C], full dataset"	"maximum modern T air (July) [°C], full dataset"	"minimum modern T air (annual mean) [°C], full dataset"	"maximum modern T air (annual mean) [°C], full dataset"	"minimum modern Precip annual total [mm/a], full dataset"	"maximum modern Precip annual total [mm/a], full dataset"	"WA-PLS component T air (July), full dataset"	"WA-PLS r2 observed vs. predicted T air (July), full dataset"	"WA-PLS RMSEP T air (July), full dataset"	"MAT r2 observed vs. predicted T air (July), full dataset"	"MAT RMSEP T air (July), full dataset"	"WA-PLS component T air (annual mean), full dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), full dataset"	"WA-PLS RMSEP T air (annual mean), full dataset"	"MAT r2 observed vs. predicted T air (annual mean), full dataset"	"MAT RMSEP T air (annual mean), full dataset"	"WA-PLS component Precip annual total, full dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, full dataset"	"WA-PLS RMSEP Precip annual total, full dataset"	"MAT r2 observed vs. predicted Precip annual total, full dataset"	"MAT RMSEP Precip annual total, full dataset"	"minimum modern T air (July) [°C], after tailoring"	"maximum modern T air (July) [°C], after tailoring"	"minimum modern T air (annual mean) [°C], after tailoring"	"maximum modern T air (annual mean) [°C], after tailoring"	"minimum modern Precip annual total [mm/a], after tailoring"	"maximum modern Precip annual total [mm/a], after tailoring"	"modern training sites [#], July temperature-tailored dataset"	"minimum modern T air (July) [°C], July temperature-tailored dataset"	"maximum modern T air (July) [°C], July temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], July temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], July temperature-tailored dataset"	"WA-PLS component T air (July), July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), July temperature-tailored dataset"	"WA-PLS RMSEP T air (July), July temperature-tailored dataset"	"WA-PLS component Precip annual total, July temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, July temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, July temperature-tailored dataset"	"modern training sites [#], annual mean temperature-tailored dataset"	"minimum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"maximum modern T air (annual mean) [°C], annual mean temperature-tailored dataset"	"minimum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"maximum modern Precip annual total [mm/a], annual mean temperature-tailored dataset"	"WA-PLS component T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual mean temperature-tailored dataset"	"WA-PLS component Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual mean temperature-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual mean temperature-tailored dataset"	"modern training sites [#], annual precipitation-tailored dataset"	"minimum modern T air (July) [°C], annual precipitation-tailored dataset"	"maximum modern T air (July) [°C], annual precipitation-tailored dataset"	"minimum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"maximum modern T air (annual mean) [°C], annual precipitation-tailored dataset"	"minimum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"maximum modern Precip annual total [mm/a], annual precipitation-tailored dataset"	"WA-PLS component T air (July), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (July), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (July), annual precipitation-tailored dataset"	"WA-PLS component T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS RMSEP T air (annual mean), annual precipitation-tailored dataset"	"WA-PLS component Precip annual total, annual precipitation-tailored dataset"	"WA-PLS r2 observed vs. predicted Precip annual total, annual precipitation-tailored dataset"	"WA-PLS RMSEP Precip annual total, annual precipitation-tailored dataset"
"TASHKOL"	"Cao et al."	242	100242	"Tashkol Lake"	87.670833	50.45	"Asia"	2205	-2.2	33	-15.8	14.8	15	992	1	0.47	4.32	0.62	3.66	2	0.48	3.7	0.61	3.2	2	0.69	97.99	0.8	77.9	6.2	17.7	-7.8	0.7	314	506	1210	6.2	17.7	27	992	2	0.4	2.57	2	0.69	101.59	1126	-7.8	0.7	30	992	2	0.25	2.07	2	0.61	103	780	-2	28.3	-15.4	13	314	505	2	0.74	2.8	2	0.51	2.83	2	0.42	45.29
"UZUNKOL"	"Cao et al."	243	100243	"Uzunkol Lake"	87.108333	50.483333	"Asia"	2205	-2.2	33	-15.8	14.8	15	992	1	0.45	4.31	0.61	3.65	2	0.47	3.69	0.6	3.19	2	0.7	97.88	0.81	77.99	7.1	17.8	-6.9	0.8	282	548	1213	7.1	17.8	27	992	2	0.38	2.46	2	0.7	100.73	1090	-6.8	0.8	30	992	2	0.28	1.83	2	0.63	103.56	1071	-2	28.3	-15.4	13	284	547	2	0.72	2.76	2	0.51	2.72	2	0.51	55.65
"Gur_sample"	"Cao et al."	244	100244	"Gur"	137.05	50	"Asia"	1701	7.8	27.1	-16.5	17.7	182	3192	1	0.54	2.27	0.73	1.75	2	0.79	3.51	0.87	2.71	2	0.86	196.93	0.89	175.53	13	19.4	-14.3	5.7	187	918	948	13	19.4	192	3192	1	0.37	1.37	2	0.85	179.29	1244	-14.3	5.7	182	2192	1	0.72	2.94	2	0.84	138.33	1279	7.8	25.2	-16.5	10.8	192	904	2	0.6	1.92	1	0.72	3.38	2	0.73	100.21
"Kiya"	"Cao et al."	245	100245	"Kiya"	135.666667	47.833333	"Asia"	1825	7.8	27.6	-16.5	19.1	123	3421	2	0.59	2.27	0.74	1.81	2	0.78	3.48	0.87	2.69	2	0.86	233.55	0.9	193.87	17.8	21.8	-1.5	9.4	660	1167	772	17.8	21.8	185	3421	1	0.1	1.03	2	0.85	215.56	1029	-1.5	9.4	123	3192	2	0.49	1.95	2	0.84	208.78	368	8.7	25.8	-4.6	13.7	660	1164	1	0.52	1.65	2	0.58	1.73	2	0.55	88.2
"Pobochnoye"	"Cao et al."	246	100246	"Pobochnoye"	51.841667	53.033333	"Asia"	1848	8.2	31.7	-8.4	18.2	98	2121	2	0.6	2.26	0.77	1.7	2	0.67	2.69	0.78	2.19	2	0.55	114.7	0.76	85.14	16.3	27.1	1.8	6.3	14	625	1239	16.4	26.9	130	2121	2	0.63	1.34	2	0.64	99.26	768	1.8	6.3	156	1511	2	0.52	0.9	2	0.76	79.59	1332	8.2	31.7	-8.4	18.2	98	624	2	0.65	2.22	2	0.67	2.77	2	0.56	75.41
"TYAPKA"	"Cao et al."	247	100247	"Tyapka"	140.116667	53.7	"Asia"	1454	7.8	25.3	-16.5	15.4	170	2239	2	0.57	2.15	0.71	1.76	2	0.8	3.43	0.87	2.84	2	0.85	169.81	0.88	152.88	13.9	17.7	-8.7	2.6	386	815	563	14	17.7	170	2147	1	0.17	1.05	2	0.88	150.95	505	-8.6	2.5	215	2192	1	0.52	1.81	2	0.8	118.22	572	7.8	24.3	-11.1	7.8	387	815	1	0.61	1.98	2	0.69	2.21	2	0.74	67.7
"ARAL86"	"Cao et al."	248	100248	"Aral Lake"	59.983333	44.42	"Asia"	1207	-1.1	33.9	-13.5	21.7	25	2121	2	0.3	4.09	0.55	3.28	1	0.38	3.96	0.62	3.14	2	0.64	152.85	0.85	100.41	15.3	24.8	3.9	6.4	192	551	873	15.4	24.7	27	2121	2	0.53	1.46	1	0.65	118.3	167	3.9	6.4	27	1293	1	0.32	0.63	1	0.82	92.75	557	7.8	33	-4.7	20	193	550	2	0.48	2.25	2	0.6	2.62	2	0.46	67.09
"GANTANG"	"Cao et al."	249	100249	"Gantang"	119	27	"Asia"	1768	5.2	29.5	-6.4	25.7	98	4360	2	0.69	3.31	0.79	2.71	2	0.81	3.28	0.87	2.76	2	0.82	303.6	0.9	231.24	15.2	25.1	7.2	15.2	900	1987	973	15.4	25.1	98	3486	1	0.25	2.09	2	0.88	279.87	495	7.2	15.2	98	4360	2	0.53	1.74	2	0.82	328.1	637	13.3	29.5	5	25.7	906	1984	2	0.55	2.59	2	0.71	2.53	2	0.58	203.89
"HUGUAN"	"Cao et al."	250	100250	"Huguangyan Maar lake"	110.283333	21.15	"Asia"	1265	2.5	29.5	-9.2	25.7	186	4360	2	0.79	3.65	0.84	3.17	2	0.84	3.67	0.88	3.25	2	0.8	280.54	0.86	231.42	13.7	25.7	4.7	18.7	941	1814	470	13.7	25.7	186	2852	2	0.62	2.26	2	0.84	279.53	547	4.8	18.6	186	4360	2	0.71	2.3	2	0.77	300.04	399	15.1	29.5	8.2	25.7	950	1808	2	0.64	2.28	2	0.75	2.2	2	0.69	152.37
"JINGBO"	"Cao et al."	251	100251	"Jingbo Lake"	128.75	43.9085	"Asia"	1759	7.8	29.4	-10.3	19.1	107	3486	2	0.55	2.25	0.67	1.94	2	0.7	3.15	0.8	2.59	2	0.84	250.72	0.89	207.17	18.6	22.1	1.2	8.9	511	1160	721	18.7	22	107	3421	1	0.1	0.93	2	0.85	218.65	901	1.2	8.9	107	3192	1	0.31	1.72	2	0.86	201.78	610	7.8	28.5	-9.8	16.1	513	1155	2	0.62	2.02	2	0.7	2.46	2	0.6	103.43
"XINGKAI"	"Cao et al."	252	100252	"Xingkai Lake"	132.509	45.206	"Asia"	1726	7.8	28.5	-11	19.1	107	3486	2	0.58	2.16	0.69	1.84	2	0.74	3.31	0.84	2.6	2	0.85	248.65	0.9	204.41	16.9	20.8	-5.5	4.2	213	824	829	17	20.8	197	3486	1	0.17	0.98	2	0.85	211.95	836	-5.2	4.2	107	2192	2	0.57	1.68	2	0.85	124.57	1088	7.8	27.6	-11	14.6	214	823	2	0.5	1.92	2	0.67	3.13	2	0.74	91.62
"QIGANUR"	"Cao et al."	253	100253	"Qigai Nuur"	109.5	39.5	"Asia"	2923	-2	33	-15.4	22.7	15	2852	2	0.66	3.99	0.78	3.23	2	0.76	3.79	0.84	3.18	2	0.86	209.32	0.92	155.56	13.5	21.6	1.4	7.9	234	837	1156	13.5	21.5	36	2735	1	0.22	1.92	2	0.87	166.55	831	1.4	7.9	35	2209	1	0.25	1.64	2	0.85	135.43	1851	-2	27.6	-15.4	20	234	836	1	0.6	3.74	2	0.54	3.48	1	0.53	103.51
"11-CH-12A"	"Cao et al."	254	100254	"11-CH-12A Lake"	102.288566	72.398881	"Asia"	989	-2.5	19	-18.4	0.7	136	644	2	0.58	2.24	0.71	1.89	2	0.67	2.53	0.74	2.26	2	0.62	81.61	0.71	71.77	7.8	14.4	-16.3	-11	189	332	507	8	14.3	167	636	1	0.32	1.44	2	0.64	78.75	400	-16.1	-11	136	453	1	0.17	0.94	2	0.39	40.28	511	5.1	18.7	-16.5	-7.7	192	329	1	0.57	2.25	1	0.4	1.55	2	0.35	28.98
"ACHITNUR"	"Cao et al."	255	100255	"Achit Nur Lake"	90.6	49.5	"Asia"	2336	-2.2	33	-15.8	14.8	15	992	1	0.49	4.35	0.64	3.68	1	0.41	3.9	0.6	3.22	2	0.62	105.76	0.76	85.37	15.7	20.8	-0.9	3.8	88	318	786	15.8	20.7	27	828	1	0.13	1.17	2	0.72	82.19	797	-0.9	3.8	28	828	1	0.11	1.18	2	0.64	97.38	942	-0.5	29.7	-11.8	13	88	317	1	0.49	4.2	1	0.54	3.46	1	0.25	51.79
"ACHITNUUR"	"Cao et al."	256	100256	"Achit Nuur"	90.516667	49.416667	"Asia"	2345	-2.2	33	-15.8	14.8	15	992	1	0.49	4.35	0.64	3.66	1	0.4	3.9	0.6	3.21	2	0.62	107.03	0.75	85.99	8.4	17.6	-2.8	2	208	394	1045	8.4	17.5	27	992	1	0.29	2.33	2	0.61	116.46	919	-2.8	2	28	992	1	0.19	1.26	2	0.58	105.01	944	-2	28.7	-15.4	13	209	393	1	0.57	3.91	1	0.51	3.32	1	0.21	44.54
"Baikal_Lake-CON01-605-3"	"Cao et al."	257	100257	"Baikal Lake-CON01-605-3"	104.854722	51.585	"Asia"	2463	-2	33	-15.4	14.8	15	992	1	0.5	3.89	0.68	3.1	2	0.59	3.51	0.7	3.05	2	0.55	112.29	0.65	98.8	12	16.6	-9.4	-1.4	259	482	558	12	16.6	46	992	1	0.13	1.38	1	0.54	117.06	840	-9.2	-1.4	65	992	2	0.24	1.83	2	0.47	103.3	1185	-2	27.6	-15.4	13.3	259	482	2	0.69	3.09	2	0.66	3.06	1	0.22	57.21
"Baikal_Lake-CON01-605-5"	"Cao et al."	258	100258	"Baikal Lake-CON01-605-5"	104.851667	51.583611	"Asia"	2464	-2	33	-15.4	14.8	15	992	1	0.5	3.89	0.68	3.1	2	0.59	3.51	0.7	3.05	2	0.55	112.36	0.65	98.79	12.4	17.5	-5.5	-1.4	361	489	768	12.5	17.5	46	992	1	0.1	1.47	2	0.59	106.89	600	-5.5	-1.4	65	992	1	0.14	1.04	2	0.55	100.63	494	2.8	27.6	-9.8	13.3	362	489	2	0.77	2.58	2	0.7	2.64	1	0.19	34.52
"Big_Yarovoe_Lake_2008-3"	"Cao et al."	259	100259	"Big Yarovoe Lake"	78.626683	52.8526	"Asia"	2164	-1.1	33	-13.5	14.8	15	992	2	0.45	3.9	0.61	3.29	2	0.54	3.46	0.65	3.01	2	0.72	99.11	0.83	76.86	13.3	19.6	-1.9	2	114	388	1194	13.3	19.6	27	828	1	0.37	1.33	2	0.69	84.25	756	-1.9	2	28	803	1	0.24	0.96	2	0.77	82.88	860	0.8	29.7	-11.3	13	114	388	1	0.59	4.13	2	0.58	3.43	1	0.35	59.97
"Cheremushka_Bog"	"Cao et al."	260	100260	"Cheremushka Bog"	108.083	52.75	"Asia"	2263	-2	33	-15.4	14.8	15	992	1	0.45	3.85	0.65	3.06	2	0.63	3.44	0.72	2.98	2	0.54	107.88	0.66	93.61	9.7	18.4	-8.8	-1.1	205	554	1099	9.7	18.3	46	992	1	0.25	2.12	2	0.51	110.9	770	-8.7	-1.1	65	992	2	0.23	1.81	2	0.53	104.39	1662	-2	27.6	-15.4	13.7	205	553	1	0.52	3.48	2	0.64	3.3	1	0.31	80.11
"Chernaya_Gorka"	"Cao et al."	261	100261	"Chernaya Gorka"	65.35	67.083333	"Asia"	1698	-2.5	25	-18.4	6.1	167	1033	1	0.67	1.92	0.79	1.52	2	0.67	2.94	0.79	2.34	2	0.45	95.12	0.73	66.67	7.6	14.9	-14.4	-0.3	268	669	605	8	14.9	167	1033	1	0.37	1.35	1	0.44	116.78	666	-14.3	-0.3	219	865	1	0.58	2.81	2	0.61	77.18	1530	5.1	23.2	-15.1	6.1	268	668	1	0.66	1.83	1	0.59	2.92	2	0.48	71.41
"Dolgoe_Ozero"	"Cao et al."	262	100262	"Dolgoe Ozero"	127.066667	71.866667	"Asia"	900	-2.5	18.7	-18.4	-2.1	136	644	1	0.44	2.52	0.61	2.11	1	0.36	2.4	0.5	2.13	1	0.33	82.16	0.56	66.75	8.1	15.3	-15.3	-10	177	364	625	8.3	15.3	148	644	1	0.29	1.49	1	0.43	79.82	665	-15.3	-10	136	486	1	0.37	1.29	1	0.25	56.75	620	-2.5	18.7	-18.4	-2.1	177	359	1	0.5	2.51	1	0.35	1.56	1	0.15	40.19
"Khanda"	"Cao et al."	265	100265	"Khanda"	107	55.44	"Asia"	2213	2.8	33	-15.4	14.8	15	992	2	0.53	3.34	0.72	2.6	2	0.74	3.26	0.82	2.7	2	0.53	102.82	0.66	87.23	11.9	18	-7.5	1.3	409	673	995	11.9	18	87	992	1	0.18	1.63	1	0.41	116.2	984	-7.5	1.2	85	992	1	0.21	2.03	2	0.6	95.63	637	2.8	26.9	-11.1	12.7	409	671	2	0.48	2.27	2	0.73	2.58	1	0.16	54.81
"Khanda-1"	"Cao et al."	266	100266	"Khanda-1"	107	55.44	"Asia"	2213	2.8	33	-15.4	14.8	15	992	2	0.53	3.34	0.72	2.6	2	0.74	3.26	0.82	2.7	2	0.53	102.82	0.66	87.23	11.6	19.6	-10.1	6.1	363	789	1328	11.7	19.5	87	992	1	0.24	1.9	2	0.45	106.23	1616	-10.1	6	58	992	2	0.54	2.74	2	0.52	102.97	839	2.8	26.9	-13.7	12.7	364	781	2	0.52	2.6	2	0.67	2.76	1	0.26	76.86
"LAB2-95"	"Cao et al."	267	100267	"LAB2-95"	99.861667	72.381667	"Asia"	982	-2.5	19	-18.4	0.7	136	657	2	0.58	2.27	0.72	1.86	2	0.68	2.58	0.75	2.32	2	0.62	81.74	0.7	72.73	7.3	12.6	-16.9	-12	145	365	308	7.3	12.6	164	617	1	0.11	1.25	1	0.64	78.82	374	-16.5	-12.1	136	386	1	0.22	0.86	2	0.37	37.58	568	-2.5	18.7	-18.4	-2.1	164	364	1	0.55	2.46	1	0.39	1.8	1	0.19	39.78
"KOTOKEL2010"	"Cao et al."	268	100268	"Lake Kotokel_2010"	108.116667	52.783333	"Asia"	2262	-2	33	-15.4	14.8	15	992	1	0.45	3.85	0.65	3.06	2	0.63	3.43	0.72	2.98	2	0.54	107.88	0.66	93.62	11.1	17.8	-9.3	0.2	196	568	916	11.1	17.8	46	992	1	0.15	1.82	2	0.51	114.11	984	-9.2	0.2	65	992	2	0.3	2.06	2	0.5	105.21	1735	-2	27.6	-15.4	13.7	196	567	1	0.52	3.48	2	0.64	3.3	2	0.39	79.9
"Lake_Lama"	"Cao et al."	269	100269	"Lake Lama"	90.2	69.533333	"Asia"	1328	-2.5	21.6	-18.4	4.3	136	992	2	0.58	2.26	0.69	1.94	1	0.71	3.17	0.8	2.61	2	0.54	108.2	0.69	89.3	6.1	16.3	-15.1	-5.3	175	513	701	6.1	16.2	165	992	1	0.43	1.8	1	0.59	112.17	679	-15.1	-5.3	136	772	2	0.59	1.96	2	0.59	83.18	887	-2.5	21.6	-18.4	2.7	176	512	2	0.64	2.07	2	0.75	2.97	2	0.57	65.06
"LAO13-94"	"Cao et al."	270	100270	"LAO13-94"	99.5833	72.1875	"Asia"	978	-2.5	19	-18.4	0.7	136	657	2	0.58	2.27	0.72	1.87	2	0.68	2.58	0.75	2.31	2	0.61	81.88	0.7	72.84	10.4	17.3	-19.1	-6.5	187	406	608	10.5	17.3	183	657	1	0.43	1.54	2	0.6	79.99	718	-18.4	-6.5	136	644	1	0.46	1.98	2	0.5	75.99	560	-2.5	18.7	-18.4	-2.1	187	405	1	0.52	2.36	1	0.34	2.14	1	0.19	42.32
"LAO6-96"	"Cao et al."	271	100271	"LAO6-96"	99.715	72.39	"Asia"	982	-2.5	19	-18.4	0.7	136	657	2	0.58	2.27	0.72	1.86	2	0.68	2.58	0.75	2.32	2	0.62	81.74	0.7	72.73	9.3	20.7	-20	-5.3	47	420	890	9.3	19	176	657	2	0.59	1.79	2	0.62	77.88	809	-18.4	-5.3	136	644	2	0.56	2.08	2	0.56	80.62	614	-2.5	18.7	-18.4	-2.1	136	415	1	0.55	2.44	1	0.36	2.16	1	0.2	48.82
"Laptev_PM9462"	"Cao et al."	272	100272	"Laptev PM9462"	136.005	73.503333	"Asia"	871	-2.5	18.7	-18.4	-2.6	136	644	1	0.44	2.52	0.62	2.09	1	0.27	2.41	0.45	2.11	1	0.26	82.17	0.52	66.04	9.4	19.8	-14.5	-5.3	216	465	772	9.4	18.7	148	644	1	0.43	1.92	1	0.25	83.09	694	-14.4	-5.8	148	644	2	0.43	1.71	1	0.27	78.57	614	0.9	18.7	-16.5	-2.6	217	464	1	0.51	2.34	1	0.27	2.28	1	0.19	55.69
"PG1228"	"Cao et al."	273	100273	"Levinson-Lessing Lake"	98.636	74.473	"Asia"	924	-2.5	18.7	-18.4	-0.1	136	657	2	0.59	2.23	0.7	1.9	2	0.65	2.45	0.72	2.18	2	0.62	82.12	0.72	71.19	5.1	14	-17	-9.6	117	400	479	5.9	14	164	636	1	0.33	1.58	2	0.65	77.87	575	-16.5	-9.7	136	498	1	0.43	1.43	2	0.39	51.57	603	-2.5	18.7	-18.4	-6.5	136	399	1	0.56	2.43	1	0.36	1.87	1	0.19	46.23
"Melkoye_Lake_core"	"Cao et al."	275	100275	"Melkoye Lake"	175.233333	64.858333	"Asia"	877	0.9	16.5	-16.5	1.9	109	1058	1	0.31	2.17	0.52	1.82	2	0.5	3.12	0.63	2.68	1	0.27	109.99	0.4	99.24	8.8	11.7	-14.7	-9	186	331	229	8.8	11.7	116	1058	1	0.13	0.74	1	0.31	112.56	359	-14.7	-9	109	391	2	0.5	1.11	1	0.44	53.16	432	0.9	16.5	-16.5	-2	186	331	1	0.32	2.14	2	0.79	1.85	1	0.25	35.67
"Okunayka"	"Cao et al."	276	100276	"Okunayka"	108.47	55.52	"Asia"	2129	3.3	33	-15.4	14.8	15	992	2	0.54	3.03	0.7	2.43	2	0.76	3.15	0.82	2.71	2	0.56	104.25	0.67	90.23	12.9	18.1	-11.5	9.9	287	887	861	12.9	18	93	828	1	0.15	1.38	1	0.46	104.52	1920	-11.4	9.8	35	992	2	0.67	3.03	2	0.58	104.12	1250	3.3	26.9	-14.7	12.7	288	864	2	0.48	2.79	2	0.68	2.95	2	0.49	89.4
"Patricia_Lake"	"Cao et al."	278	100278	"Patricia Lake"	176.5	63.325	"Asia"	860	0.9	16.5	-16.5	1.9	109	1058	1	0.31	2.17	0.51	1.83	2	0.5	3.11	0.63	2.69	1	0.28	110.29	0.41	100.03	7.2	13.8	-19	-6.1	-16	532	562	7.3	13.7	112	1058	1	0.1	1.4	2	0.43	108.39	564	-16.5	-6.2	109	502	2	0.57	1.88	2	0.46	53.93	817	0.9	16.5	-16.5	1.7	109	530	1	0.32	2.19	2	0.54	2.74	1	0.36	74.87
"Pernatoye_Lake"	"Cao et al."	279	100279	"Pernatoye Lake"	155.395167	50.0405	"Asia"	806	8.7	24.8	-16.5	14.7	232	2031	2	0.61	2.04	0.75	1.64	2	0.8	3.13	0.86	2.62	2	0.83	161.72	0.88	137.88	10.6	15.8	-15	-4.9	133	576	238	10.6	15.7	232	2031	1	0.43	0.93	2	0.86	127.31	166	-14.6	-5.3	243	502	1	0.31	2.11	2	0.51	45.67	240	9.3	22.5	-16.5	3.7	232	576	2	0.69	1.57	1	0.4	3.6	1	0.39	76.38
"Sakhalin_Island_Khoe"	"Cao et al."	280	100280	"Sakhalin Island_Khoe"	142.14	51.34	"Asia"	1377	8.2	26.7	-16.5	15.9	192	2239	2	0.54	2.2	0.71	1.75	2	0.8	3.5	0.88	2.75	2	0.85	191.68	0.88	169.3	12.5	17.6	-12.8	2	217	805	566	12.6	17.5	192	2147	1	0.22	1.24	2	0.88	154.03	689	-12.6	1.9	215	2192	1	0.58	2.87	2	0.75	123.51	920	9.3	24.3	-16.5	7.8	218	803	1	0.58	1.92	2	0.72	3.24	2	0.74	94.51
"Salym-Yugan"	"Cao et al."	281	100281	"Salym-Yugan"	72.083333	60.016667	"Asia"	1912	3.3	29.7	-15.1	13	77	992	1	0.59	2.66	0.72	2.19	1	0.65	3	0.78	2.39	2	0.59	101.13	0.75	78.03	8.9	18.9	-11	2.4	209	739	1471	9.1	18.9	112	992	2	0.52	1.89	2	0.52	101.75	1434	-11	2.4	77	992	1	0.49	2.53	2	0.59	96.52	1707	3.3	28.7	-15.1	13	210	736	1	0.6	2.42	1	0.67	2.86	2	0.53	85.3
"SHAAMAR"	"Cao et al."	282	100282	"Shaamar"	105.2	50.2	"Asia"	2519	-2	33	-15.4	14.8	15	992	1	0.52	3.91	0.69	3.13	2	0.57	3.5	0.67	3.07	2	0.56	116.6	0.68	100.49	5.4	23.1	-6.5	7	150	623	2190	5.4	23	35	992	1	0.47	3.28	2	0.53	118.28	1931	-6.4	7	40	992	1	0.4	2.66	1	0.54	119.97	2098	-2	28.8	-15.4	13.7	150	623	1	0.58	3.59	2	0.61	3.27	2	0.47	89.76
"TSOKAR"	"Cao et al."	283	100283	"Tso Kar Lake"	78.025161	33.308839	"Asia"	1020	-6.5	33	-17.5	17.1	15	707	1	0.49	5.53	0.65	4.54	1	0.4	4.76	0.56	4.06	1	0.66	97.93	0.79	77.66	11.2	14.8	-0.8	2.8	248	397	144	11.2	14.7	28	616	1	0.16	0.89	1	0.61	121.07	189	-0.8	2.7	28	707	1	0.16	0.95	2	0.78	85.9	298	-6.5	28.5	-17.5	15.7	248	396	2	0.56	3.82	2	0.48	3.57	1	0.22	36.24
"TSOMOR"	"Cao et al."	284	100284	"Tso Moriri Lake"	78.323333	32.929444	"Asia"	1010	-6.5	33	-17.5	17.1	15	707	1	0.48	5.56	0.64	4.59	1	0.39	4.77	0.56	4.07	1	0.67	97.79	0.8	77.27	7.8	14.3	-3.2	1.7	222	408	373	7.8	14	28	707	1	0.24	1.54	1	0.64	107.23	290	-3.1	1.6	28	707	1	0.05	1.26	2	0.78	85.17	347	-6.5	28.7	-17.5	17.1	222	407	1	0.51	4.43	1	0.43	3.94	1	0.26	42.8
"PG1856-3"	"Cao et al."	285	100285	"Two-Yurts Lake_PG1856-3"	160.04027	56.82267	"Asia"	806	0.9	21.4	-16.5	7.1	148	1411	2	0.52	2.34	0.64	2.01	2	0.82	2.87	0.84	2.65	1	0.82	124.9	0.87	106.24	11.2	14.4	-13.7	-10.3	232	343	284	11.3	14.4	148	1411	2	0.22	0.71	2	0.79	97.76	252	-13.4	-10.3	148	391	1	0.39	0.76	2	0.49	49.62	235	0.9	18.7	-16.5	-8.7	234	342	1	0.46	2.31	1	0.41	1.47	1	0.07	27.8
"PG1857-2"	"Cao et al."	286	100286	"Two-Yurts Lake_PG1857-2"	160.06748	56.81675	"Asia"	806	0.9	21.4	-16.5	7.1	148	1411	2	0.52	2.34	0.64	2.01	2	0.82	2.87	0.84	2.65	1	0.82	124.9	0.87	106.24	10.7	13.9	-13.4	-10	256	312	259	10.8	13.8	148	1411	2	0.32	0.69	2	0.76	100.67	286	-13.4	-10	148	391	2	0.5	0.7	2	0.44	48.29	121	0.9	18.7	-16.5	-9.5	256	309	1	0.49	2.75	1	0.47	1.24	1	0.09	14.45
"PG1857-5"	"Cao et al."	287	100287	"Two-Yurts Lake_PG1857-5"	160.06778	56.81675	"Asia"	806	0.9	21.4	-16.5	7.1	148	1411	2	0.52	2.34	0.64	2.01	2	0.82	2.87	0.84	2.65	1	0.82	124.9	0.87	106.24	11.7	13.3	-13.7	-10.2	254	326	163	11.8	13.2	149	1411	1	0.11	0.4	2	0.73	95.57	277	-13.7	-10.2	148	391	2	0.45	0.77	2	0.46	49.49	143	0.9	18.7	-16.5	-9.5	254	324	1	0.46	2.65	1	0.42	1.3	1	0.02	20.1
"Ukta_Creek_mouth"	"Cao et al."	288	100288	"Ukta Creek mouth"	109.7	55.8	"Asia"	2058	3.3	28.8	-16.5	12.7	35	992	2	0.57	2.79	0.69	2.35	2	0.77	3.09	0.83	2.66	2	0.56	106.15	0.67	91.78	12.7	19.6	-11.7	2.7	327	661	1180	12.7	19.6	93	864	2	0.34	1.55	2	0.48	100	1353	-11.4	2.7	77	992	2	0.57	2.62	2	0.49	106.89	878	5.6	26.9	-14.7	12.7	328	654	2	0.46	2.44	2	0.63	2.78	1	0.33	71.19
"Yenisei"	"Cao et al."	289	100289	"Yenisei"	87.15	68.166667	"Asia"	1496	-2.5	21.7	-18.4	4.3	136	992	2	0.6	2.29	0.71	1.94	1	0.73	3.05	0.81	2.54	2	0.51	106.4	0.69	85.53	8	17.3	-10.9	-3.3	322	656	959	8	17.2	167	992	1	0.43	1.92	1	0.52	115.87	446	-10.9	-3.4	194	992	1	0.35	1.71	2	0.43	102.77	957	7.8	21.5	-14.3	3.9	323	654	1	0.5	1.92	1	0.56	2.61	1	0.23	72.6
